url,status,path,bytes,content_type,sha256
https://iclass.tku.edu.tw/api/shared-resources,200,raw/iclass.tku.edu.tw/api/shared-resources.json,17,application/json,7a71deb04dd48a4d22456562ec2aa4e0ae794164ab80d3f5e0a4bc1c91d11908
https://iclass.tku.edu.tw/api/shared-resources-no-repeated?page=,403,raw/iclass.tku.edu.tw/api/shared-resources-no-repeated__q_ee1eaef797.json,75,application/json,578f1cc0086e5307ac7f19766e6c82539226c01bed9c4a4a1cacd151e9a1d212
https://iclass.tku.edu.tw/api/shared-resources-to-me,200,raw/iclass.tku.edu.tw/api/shared-resources-to-me.json,79,application/json,4f3f309d844553bfc56e62ac77b601054af1a93641f93d00858a1ddcc7194737
https://iclass.tku.edu.tw/api/sign-in,500,raw/iclass.tku.edu.tw/api/sign-in.html,1085,text/html; charset=utf-8,df092986fca53fffb12e6116f06e8a2e902b0f81153bd0abac7a6cc2a982e615
https://iclass.tku.edu.tw/api/sign-in/stats,200,raw/iclass.tku.edu.tw/api/sign-in/stats.json,164,application/json,607dabe64d410b2956dea4590a86ff47c4beb5fbb0e935ffa1569ce2bf07ce6a
https://iclass.tku.edu.tw/api/signup,404,raw/iclass.tku.edu.tw/api/signup.html,892,text/html,7a758730ba1df9a4e8b4834ad1401db3228def944a84b49a85eb23044a075643
https://iclass.tku.edu.tw/api/signup/info-update,500,raw/iclass.tku.edu.tw/api/signup/info-update.html,1085,text/html; charset=utf-8,df092986fca53fffb12e6116f06e8a2e902b0f81153bd0abac7a6cc2a982e615
https://iclass.tku.edu.tw/api/slides,200,raw/iclass.tku.edu.tw/api/slides.json,14,application/json,3fe4c928dbf203ab485edc0f320f26212b58df4ee92a3adc1a67c2afaef5a4d8
https://iclass.tku.edu.tw/api/slides/,404,raw/iclass.tku.edu.tw/api/slides/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/slides/published?fields=,200,raw/iclass.tku.edu.tw/api/slides/published__q_b2d7469233.json,14,application/json,3fe4c928dbf203ab485edc0f320f26212b58df4ee92a3adc1a67c2afaef5a4d8
