url,status,path,bytes,content_type,sha256,extension,line_count,avg_line_bytes,is_minified_or_single_line,has_webpack_runtime_marker,has_source_map_comment,source_map_comment_count,real_source_map_refs,embedded_source_map_refs
https://ilearn.thu.edu.tw/static/13149-ab088423.js,200,raw/ilearn.thu.edu.tw/static/13149-ab088423.js,28585,application/javascript,a23010c11c5f0dfaa88841dbb86c2011c2db06d0e9b13e1335bb868624011f69,.js,1,28585.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/13529.d8cb667c.js,200,raw/ilearn.thu.edu.tw/static/13529.d8cb667c.js,6090,application/javascript,22751cb79584aac90c4c0c349f2f97c293534146c73ea1cf80e7d2357de2b607,.js,1,6090.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/13642.2932c270.js,200,raw/ilearn.thu.edu.tw/static/13642.2932c270.js,2075,application/javascript,2c3bc28bdc815389b3c78e7e3f5c58692b9750e4fd31ffcec2dab5e76cebf663,.js,1,2075.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/13706.e0d1043a.js,200,raw/ilearn.thu.edu.tw/static/13706.e0d1043a.js,17558,application/javascript,63bf78efc5a006d89c0256f7ae80cc1f79fe88074287920d49fd466c22e54a7a,.js,1,17558.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/13709-b1e35863.js,200,raw/ilearn.thu.edu.tw/static/13709-b1e35863.js,33156,application/javascript,e8d9359ac1db3e2603d9c0bbe2c90eac4d7e97206f1e4bbc4e980d9c7c2c01fd,.js,1,33156.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/13775.3b2bed97.js,200,raw/ilearn.thu.edu.tw/static/13775.3b2bed97.js,661,application/javascript,9cf365bf879943719b65515b45c7c07d8a70615ad0af8631f0548795730f0e3d,.js,1,661.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/13821.19c32f7f.js,200,raw/ilearn.thu.edu.tw/static/13821.19c32f7f.js,108973,application/javascript,68900f780cb6982179568810c83dad7094e7e2304bf709b65b83025a7ff63ff6,.js,1,108973.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/13856.6c8c84cd.js,200,raw/ilearn.thu.edu.tw/static/13856.6c8c84cd.js,2946,application/javascript,fae75859eb195fdb35dd93fbc99bf8e54a8c9ab75d3a9286619d023f88a112a9,.js,1,2946.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/13944-0beebd42.chunk.css,200,raw/ilearn.thu.edu.tw/static/13944-0beebd42.chunk.css,1629,text/css,a8a88d0dc1a7e2500c26eedee7f66da708d837a46416c6133a731c2da2b02e5b,.css,1,1629.0,True,False,False,0,,0
https://ilearn.thu.edu.tw/static/13944.4d81e66c.js,200,raw/ilearn.thu.edu.tw/static/13944.4d81e66c.js,5893,application/javascript,3146695df55462e23b7d61ee2ba016deaa82416ff40265c80246b5355d9ead0f,.js,1,5893.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/13958-91152030.js,200,raw/ilearn.thu.edu.tw/static/13958-91152030.js,108898,application/javascript,e6451004e10a41f78bdaa20b6a890271a2c56fd8edd4c9615ac344edf43ba45c,.js,1,108898.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/13969.2a552dd2.js,200,raw/ilearn.thu.edu.tw/static/13969.2a552dd2.js,79055,application/javascript,2daa68d11ea42dbb635788f57de84f3600884f093ffde085052d844672da30c5,.js,1,79055.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/14054-3613432e.chunk.css,200,raw/ilearn.thu.edu.tw/static/14054-3613432e.chunk.css,1401,text/css,7274ddec549450c70d5f46d240bdab7e99efe6be0a168c198be4c1c3b30eea60,.css,1,1401.0,True,False,False,0,,0
https://ilearn.thu.edu.tw/static/14054.10797ea7.js,200,raw/ilearn.thu.edu.tw/static/14054.10797ea7.js,10413,application/javascript,d54bfff49abb50739d64e84e8c0957e63bb781ac4fe64bd3202f65d5ee3ce917,.js,1,10413.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/14068.31ea119d.js,200,raw/ilearn.thu.edu.tw/static/14068.31ea119d.js,1542,application/javascript,95cd69439bfc845df6f41531433fae6c9ecb5da301a4b205ca3b0b164d12b9cd,.js,1,1542.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/14279.f75486f1.js,200,raw/ilearn.thu.edu.tw/static/14279.f75486f1.js,2629,application/javascript,708976b3bbdd654ea78ddf1a7220dff50ac5e0c74668210306f32eb09c3e61ae,.js,1,2629.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/14433.8da36488.js,200,raw/ilearn.thu.edu.tw/static/14433.8da36488.js,12729,application/javascript,eb0c3ab078e31f75a3fa48cac4c71be54be08c1dd8fb05f61a78868728938c3c,.js,1,12729.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/14572-b07cd6d5.js,200,raw/ilearn.thu.edu.tw/static/14572-b07cd6d5.js,423315,application/javascript,9373f140d4ffa7b5ab0f2b37f66ab7d3d4ede656c839881a812f47933d211867,.js,1,423315.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/14615.8c38d7d4.js,200,raw/ilearn.thu.edu.tw/static/14615.8c38d7d4.js,21842,application/javascript,8d0c7f24bdadcc977e5b79c2b496ce3982add5b093d567c4ba8c8a427ada7016,.js,1,21842.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/14631.e54876b2.js,200,raw/ilearn.thu.edu.tw/static/14631.e54876b2.js,26414,application/javascript,df5f840e97cbc269e3be70b694100784251c95df082232ed88bdd362595d63fe,.js,1,26414.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/14769.c100af91.js,200,raw/ilearn.thu.edu.tw/static/14769.c100af91.js,55737,application/javascript,2acf60176b8776875c02d67146cc2a475e6f42ab519745b694f52b59d36ae308,.js,1,55737.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/14891-1970a0da.js,200,raw/ilearn.thu.edu.tw/static/14891-1970a0da.js,33052,application/javascript,ed08a6c0c4cc0863a1cc165f75c4acfd326c5376f762c09be760062cae3c599d,.js,1,33052.0,True,True,False,0,,0
