endpoint,category,method_hints,source_count,source_files,sources_sample,observed_statuses
/api/stat/vtrses/,stat,GET; OBSERVED_GET,6,6,raw/ilearn.thu.edu.tw/api/stat/vtrses/index.json; raw/ilearn.thu.edu.tw/static/23977.ebaa5322.js; raw/ilearn.thu.edu.tw/static/40251.b93d27d4.js; raw/ilearn.thu.edu.tw/static/56748-43cfa952.js; raw/ilearn.thu.edu.tw/static/67853-6eb5a068.js; raw/ilearn.thu.edu.tw/static/78946.84d34ae9.js,404
/api/subject-libs/folders,subject-libs,DELETE; GET; OBSERVED_GET,6,6,raw/ilearn.thu.edu.tw/api/subject-libs/folders.json; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js; raw/ilearn.thu.edu.tw/static/50559.79503daf.js; raw/ilearn.thu.edu.tw/static/63756-b6ed5817.js; raw/ilearn.thu.edu.tw/static/67133.08e1a687.js; raw/ilearn.thu.edu.tw/static/73644.1ab1287a.js,200
/api/subject-libs/folders?referrer_type=course&referrer_id=,subject-libs,GET; OBSERVED_GET,6,6,raw/ilearn.thu.edu.tw/api/subject-libs/folders__q_3cb6332d38.json; raw/ilearn.thu.edu.tw/static/37192.d0839c93.js; raw/ilearn.thu.edu.tw/static/49294.50a0a8b3.js; raw/ilearn.thu.edu.tw/static/71296.d5cd8d3e.js; raw/ilearn.thu.edu.tw/static/74679.c6d29d91.js; raw/ilearn.thu.edu.tw/static/94299.52749a48.js,200
/api/top-departments,top-departments,OBSERVED_GET; PUT,6,6,raw/ilearn.thu.edu.tw/api/top-departments.json; raw/ilearn.thu.edu.tw/static/120.e0d9ff72.js; raw/ilearn.thu.edu.tw/static/35918.b5c140f6.js; raw/ilearn.thu.edu.tw/static/40991.c161b769.js; raw/ilearn.thu.edu.tw/static/44404.b4467c25.js; raw/ilearn.thu.edu.tw/static/92455.9596e32b.js,200
/api/uploads/reference/,uploads,DELETE; UNKNOWN,6,6,raw/ilearn.thu.edu.tw/static/16985.5dac5529.js; raw/ilearn.thu.edu.tw/static/34673.1196ba35.js; raw/ilearn.thu.edu.tw/static/58870.a1dc1e8d.js; raw/ilearn.thu.edu.tw/static/63918.0915f565.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js; raw/ilearn.thu.edu.tw/static/95397.bb70580d.js,
/api/user/course/,user,GET; OBSERVED_GET; POST,6,6,raw/ilearn.thu.edu.tw/api/user/course/index.json; raw/ilearn.thu.edu.tw/static/41568.0adf30d4.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js; raw/ilearn.thu.edu.tw/static/73644.1ab1287a.js; raw/ilearn.thu.edu.tw/static/9727.544f163b.js; raw/ilearn.thu.edu.tw/static/99038.bc3a4ccc.js,404
/api/user/recently-visited-courses,user,GET; OBSERVED_GET; PUT,6,4,raw/ilearn.thu.edu.tw/api/user/recently-visited-courses.json; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js; raw/ilearn.thu.edu.tw/static/46056-bf17f3c8.js; raw/ilearn.thu.edu.tw/static/7693.6ddfbed1.js,200
/api/activities/delete-check?activity_id=,activities,DELETE,5,5,raw/ilearn.thu.edu.tw/static/25170.2159310c.js; raw/ilearn.thu.edu.tw/static/78723.49249bea.js; raw/ilearn.thu.edu.tw/static/83727.aab0cb48.js; raw/ilearn.thu.edu.tw/static/8979.df45e854.js; raw/ilearn.thu.edu.tw/static/98133-ef5ebb8f.js,
/api/campus-subject-lib/classifications,campus-subject-lib,DELETE; GET; OBSERVED_GET,5,4,raw/ilearn.thu.edu.tw/api/campus-subject-lib/classifications.json; raw/ilearn.thu.edu.tw/static/12117.76d49271.js; raw/ilearn.thu.edu.tw/static/34691.515731f8.js; raw/ilearn.thu.edu.tw/static/56488.5dafa7c7.js,200
/api/campus-subject-lib/subjects,campus-subject-lib,DELETE; OBSERVED_GET; POST,5,3,raw/ilearn.thu.edu.tw/api/campus-subject-lib/subjects.json; raw/ilearn.thu.edu.tw/static/12117.76d49271.js; raw/ilearn.thu.edu.tw/static/34691.515731f8.js,200
/api/campus-subject-lib/subjects/,campus-subject-lib,DELETE; OBSERVED_GET; PUT,5,3,raw/ilearn.thu.edu.tw/api/campus-subject-lib/subjects/index.json; raw/ilearn.thu.edu.tw/static/12117.76d49271.js; raw/ilearn.thu.edu.tw/static/34691.515731f8.js,404
/api/chinamcloud/resources,chinamcloud,GET; OBSERVED_GET,5,5,raw/ilearn.thu.edu.tw/api/chinamcloud/resources.json; raw/ilearn.thu.edu.tw/static/54964-7faa4ec3.js; raw/ilearn.thu.edu.tw/static/56473.a646da96.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/7693.6ddfbed1.js,400
/api/course-estimate,course-estimate,OBSERVED_GET; POST,5,5,raw/ilearn.thu.edu.tw/api/course-estimate.html; raw/ilearn.thu.edu.tw/static/27093.22d65938.js; raw/ilearn.thu.edu.tw/static/49294.50a0a8b3.js; raw/ilearn.thu.edu.tw/static/79055.ee36c6a2.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,500
/api/course-estimate-replies/,course-estimate-replies,GET; OBSERVED_GET; POST,5,5,raw/ilearn.thu.edu.tw/api/course-estimate-replies/index.json; raw/ilearn.thu.edu.tw/static/27093.22d65938.js; raw/ilearn.thu.edu.tw/static/49294.50a0a8b3.js; raw/ilearn.thu.edu.tw/static/79055.ee36c6a2.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,404
/api/course-estimate-reply,course-estimate-reply,DELETE; OBSERVED_GET; POST,5,5,raw/ilearn.thu.edu.tw/api/course-estimate-reply.html; raw/ilearn.thu.edu.tw/static/27093.22d65938.js; raw/ilearn.thu.edu.tw/static/49294.50a0a8b3.js; raw/ilearn.thu.edu.tw/static/79055.ee36c6a2.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,500
/api/course-estimate-reply/,course-estimate-reply,DELETE; OBSERVED_GET,5,5,raw/ilearn.thu.edu.tw/api/course-estimate-reply/index.json; raw/ilearn.thu.edu.tw/static/27093.22d65938.js; raw/ilearn.thu.edu.tw/static/49294.50a0a8b3.js; raw/ilearn.thu.edu.tw/static/79055.ee36c6a2.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,404
/api/course-estimate/,course-estimate,DELETE; OBSERVED_GET,5,5,raw/ilearn.thu.edu.tw/api/course-estimate/index.json; raw/ilearn.thu.edu.tw/static/27093.22d65938.js; raw/ilearn.thu.edu.tw/static/49294.50a0a8b3.js; raw/ilearn.thu.edu.tw/static/79055.ee36c6a2.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,404
/api/departments?,departments,POST,5,5,raw/ilearn.thu.edu.tw/static/36105.3af57479.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/41789.52c6778d.js; raw/ilearn.thu.edu.tw/static/43823-bfba4179.js; raw/ilearn.thu.edu.tw/static/77503-ccf74164.js,
/api/enrollment/,enrollment,DELETE; OBSERVED_GET; PUT,5,4,raw/ilearn.thu.edu.tw/api/enrollment/index.json; raw/ilearn.thu.edu.tw/static/12159.7fb514eb.js; raw/ilearn.thu.edu.tw/static/js/lms-main-898f71e6.js; raw/ilearn.thu.edu.tw/static/js/main-public-course-aa8290d5.js,404
/api/exam-scores/,exam-scores,OBSERVED_GET; POST; PUT,5,3,raw/ilearn.thu.edu.tw/api/exam-scores/index.json; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/56488.5dafa7c7.js,404
/api/forum/categories/,forum,DELETE; GET; OBSERVED_GET; PUT,5,3,raw/ilearn.thu.edu.tw/api/forum/categories/index.json; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/50759.ba0ade2f.js,404
/api/inclass-report/,inclass-report,GET; OBSERVED_GET; POST,5,3,raw/ilearn.thu.edu.tw/api/inclass-report/index.json; raw/ilearn.thu.edu.tw/static/27724.2ef3f54f.js; raw/ilearn.thu.edu.tw/static/65174.dce3e42d.js,404
/api/interaction-submissions/,interaction-submissions,GET; OBSERVED_GET; PUT,5,4,raw/ilearn.thu.edu.tw/api/interaction-submissions/index.json; raw/ilearn.thu.edu.tw/static/2276.c8da6806.js; raw/ilearn.thu.edu.tw/static/2896.c02ef48c.js; raw/ilearn.thu.edu.tw/static/58273.e82db5f8.js,404
/api/jobs/,jobs,GET; OBSERVED_GET,5,5,raw/ilearn.thu.edu.tw/api/jobs/index.json; raw/ilearn.thu.edu.tw/static/12159.7fb514eb.js; raw/ilearn.thu.edu.tw/static/18326.bedfc73f.js; raw/ilearn.thu.edu.tw/static/2764-f25f2bd3.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js,404
/api/knowledge-graph/courses/,knowledge-graph,GET; OBSERVED_GET; POST,5,3,raw/ilearn.thu.edu.tw/api/knowledge-graph/courses/index.json; raw/ilearn.thu.edu.tw/static/16941-c2ecc958.js; raw/ilearn.thu.edu.tw/static/5636-3297b778.js,404
/api/meeting/slot/,meeting,DELETE; OBSERVED_GET,5,5,raw/ilearn.thu.edu.tw/api/meeting/slot/index.json; raw/ilearn.thu.edu.tw/static/16985.5dac5529.js; raw/ilearn.thu.edu.tw/static/39538.e12d5a24.js; raw/ilearn.thu.edu.tw/static/49009.a1deb8c2.js; raw/ilearn.thu.edu.tw/static/69385.e9b89c36.js,404
/api/meeting/slots,meeting,OBSERVED_GET; POST,5,5,raw/ilearn.thu.edu.tw/api/meeting/slots.html; raw/ilearn.thu.edu.tw/static/16985.5dac5529.js; raw/ilearn.thu.edu.tw/static/39538.e12d5a24.js; raw/ilearn.thu.edu.tw/static/49009.a1deb8c2.js; raw/ilearn.thu.edu.tw/static/69385.e9b89c36.js,500
/api/meeting/slots/,meeting,DELETE; OBSERVED_GET,5,5,raw/ilearn.thu.edu.tw/api/meeting/slots/index.json; raw/ilearn.thu.edu.tw/static/16985.5dac5529.js; raw/ilearn.thu.edu.tw/static/39538.e12d5a24.js; raw/ilearn.thu.edu.tw/static/49009.a1deb8c2.js; raw/ilearn.thu.edu.tw/static/69385.e9b89c36.js,404
/api/public-resources,public-resources,OBSERVED_GET; UNKNOWN,5,5,raw/ilearn.thu.edu.tw/api/public-resources.html; raw/ilearn.thu.edu.tw/static/54964-7faa4ec3.js; raw/ilearn.thu.edu.tw/static/56473.a646da96.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/7693.6ddfbed1.js,500
/api/questionnaires/,questionnaires,GET; OBSERVED_GET; POST,5,5,raw/ilearn.thu.edu.tw/api/questionnaires/index.json; raw/ilearn.thu.edu.tw/static/13149-ab088423.js; raw/ilearn.thu.edu.tw/static/34691.515731f8.js; raw/ilearn.thu.edu.tw/static/41789.52c6778d.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,404
/api/replies/,replies,DELETE; OBSERVED_GET; POST; PUT,5,3,raw/ilearn.thu.edu.tw/api/replies/index.json; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/50759.ba0ade2f.js,404
/api/resource-file/,resource-file,GET; OBSERVED_GET; POST,5,4,raw/ilearn.thu.edu.tw/api/resource-file/index.json; raw/ilearn.thu.edu.tw/static/72525.f719bf4f.js; raw/ilearn.thu.edu.tw/static/72592.28fdf93c.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,404
/api/rubric/,rubric,DELETE; OBSERVED_GET,5,5,raw/ilearn.thu.edu.tw/api/rubric/index.json; raw/ilearn.thu.edu.tw/static/34423.a5cefcd5.js; raw/ilearn.thu.edu.tw/static/55200.e380810d.js; raw/ilearn.thu.edu.tw/static/63756-b6ed5817.js; raw/ilearn.thu.edu.tw/static/67133.08e1a687.js,404
/api/rubrics-with-resource?page=,rubrics-with-resource,GET; OBSERVED_GET,5,5,raw/ilearn.thu.edu.tw/api/rubrics-with-resource__q_ee1eaef797.json; raw/ilearn.thu.edu.tw/static/34423.a5cefcd5.js; raw/ilearn.thu.edu.tw/static/55200.e380810d.js; raw/ilearn.thu.edu.tw/static/63756-b6ed5817.js; raw/ilearn.thu.edu.tw/static/67133.08e1a687.js,403
/api/rubrics/template?no-intercept=true,rubrics,GET; OBSERVED_GET,5,5,raw/ilearn.thu.edu.tw/api/rubrics/template__q_ee79111d36.json; raw/ilearn.thu.edu.tw/static/34423.a5cefcd5.js; raw/ilearn.thu.edu.tw/static/55200.e380810d.js; raw/ilearn.thu.edu.tw/static/63756-b6ed5817.js; raw/ilearn.thu.edu.tw/static/67133.08e1a687.js,200
"/api/rubrics?no-intercept=true&fields=id,name,conditions,created_by,created_at,is_shared_rubric&page=",rubrics,GET; OBSERVED_GET,5,5,raw/ilearn.thu.edu.tw/api/rubrics__q_efc6ce5da9.json; raw/ilearn.thu.edu.tw/static/34423.a5cefcd5.js; raw/ilearn.thu.edu.tw/static/55200.e380810d.js; raw/ilearn.thu.edu.tw/static/63756-b6ed5817.js; raw/ilearn.thu.edu.tw/static/67133.08e1a687.js,200
/api/shared-resources,shared-resources,OBSERVED_GET; POST,5,5,raw/ilearn.thu.edu.tw/api/shared-resources.json; raw/ilearn.thu.edu.tw/static/25753.6c691880.js; raw/ilearn.thu.edu.tw/static/30801-25982468.js; raw/ilearn.thu.edu.tw/static/34423.a5cefcd5.js; raw/ilearn.thu.edu.tw/static/7693.6ddfbed1.js,200
/api/sign-in,sign-in,OBSERVED_GET; POST,5,5,raw/ilearn.thu.edu.tw/api/sign-in.html; raw/ilearn.thu.edu.tw/static/20307-0fd301f4.js; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js; raw/ilearn.thu.edu.tw/static/64911.f8406418.js; raw/ilearn.thu.edu.tw/static/90179.4a3256c6.js,500
/api/sign-in/stats,sign-in,OBSERVED_GET; POST,5,5,raw/ilearn.thu.edu.tw/api/sign-in/stats.json; raw/ilearn.thu.edu.tw/static/20307-0fd301f4.js; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js; raw/ilearn.thu.edu.tw/static/64911.f8406418.js; raw/ilearn.thu.edu.tw/static/90179.4a3256c6.js,200
/api/slides/,slides,DELETE; GET; OBSERVED_GET; PUT,5,3,raw/ilearn.thu.edu.tw/api/slides/index.json; raw/ilearn.thu.edu.tw/static/2469.2015e9b3.js; raw/ilearn.thu.edu.tw/static/68805.a47db79c.js,404
/api/stat/departments/attendance/export/,stat,POST,5,5,raw/ilearn.thu.edu.tw/static/120.e0d9ff72.js; raw/ilearn.thu.edu.tw/static/35918.b5c140f6.js; raw/ilearn.thu.edu.tw/static/40991.c161b769.js; raw/ilearn.thu.edu.tw/static/44404.b4467c25.js; raw/ilearn.thu.edu.tw/static/92455.9596e32b.js,
/api/stat/departments/attendance?page=,stat,POST,5,5,raw/ilearn.thu.edu.tw/static/120.e0d9ff72.js; raw/ilearn.thu.edu.tw/static/35918.b5c140f6.js; raw/ilearn.thu.edu.tw/static/40991.c161b769.js; raw/ilearn.thu.edu.tw/static/44404.b4467c25.js; raw/ilearn.thu.edu.tw/static/92455.9596e32b.js,
/api/todos?exclude_questionnaire=true,todos,GET; OBSERVED_GET,5,5,raw/ilearn.thu.edu.tw/api/todos__q_65b5ceed6b.json; raw/ilearn.thu.edu.tw/static/20307-0fd301f4.js; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js; raw/ilearn.thu.edu.tw/static/64911.f8406418.js; raw/ilearn.thu.edu.tw/static/90179.4a3256c6.js,200
/api/uploads/{id}/modified-image?thumbnail=350x190,uploads,UNKNOWN,5,5,raw/ilearn.thu.edu.tw/api/courses/public.json; raw/ilearn.thu.edu.tw/api/courses/public/hot__q_1f15a49f42.json; raw/ilearn.thu.edu.tw/api/courses/public/hot__q_8413e91418.json; raw/ilearn.thu.edu.tw/api/courses/public/latest__q_1f15a49f42.json; raw/ilearn.thu.edu.tw/api/portal-classifications.json,
/api/uploads/{id}/modified-image?thumbnail=700x380,uploads,UNKNOWN,5,5,raw/ilearn.thu.edu.tw/api/courses/public.json; raw/ilearn.thu.edu.tw/api/courses/public/hot__q_1f15a49f42.json; raw/ilearn.thu.edu.tw/api/courses/public/hot__q_8413e91418.json; raw/ilearn.thu.edu.tw/api/courses/public/latest__q_1f15a49f42.json; raw/ilearn.thu.edu.tw/api/user/recently-visited-courses.json,
/api/uptoken?id=,uptoken,GET; OBSERVED_GET; POST,5,4,raw/ilearn.thu.edu.tw/api/uptoken__q_a5c2f4a93b.json; raw/ilearn.thu.edu.tw/static/18283.f40cd1f6.js; raw/ilearn.thu.edu.tw/static/56834-67be8618.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,404
/api/vtrses/access-code/,vtrses,GET; OBSERVED_GET,5,5,raw/ilearn.thu.edu.tw/api/vtrses/access-code/index.json; raw/ilearn.thu.edu.tw/static/23977.ebaa5322.js; raw/ilearn.thu.edu.tw/static/40251.b93d27d4.js; raw/ilearn.thu.edu.tw/static/67853-6eb5a068.js; raw/ilearn.thu.edu.tw/static/78946.84d34ae9.js,404
/api/vtrses/resources/classifications/,vtrses,DELETE; OBSERVED_GET; PUT,5,3,raw/ilearn.thu.edu.tw/api/vtrses/resources/classifications/index.json; raw/ilearn.thu.edu.tw/static/56748-43cfa952.js; raw/ilearn.thu.edu.tw/static/78946.84d34ae9.js,404
/api/wedrive/files?page=,wedrive,GET; OBSERVED_GET,5,5,raw/ilearn.thu.edu.tw/api/wedrive/files__q_ee1eaef797.html; raw/ilearn.thu.edu.tw/static/54964-7faa4ec3.js; raw/ilearn.thu.edu.tw/static/56473.a646da96.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/7693.6ddfbed1.js,500
https://ilearn.thu.edu.tw/api/uploads/{id}/modified-image?thumbnail=350x190,uploads,UNKNOWN,5,5,raw/ilearn.thu.edu.tw/api/courses/public.json; raw/ilearn.thu.edu.tw/api/courses/public/hot__q_1f15a49f42.json; raw/ilearn.thu.edu.tw/api/courses/public/hot__q_8413e91418.json; raw/ilearn.thu.edu.tw/api/courses/public/latest__q_1f15a49f42.json; raw/ilearn.thu.edu.tw/api/portal-classifications.json,
https://ilearn.thu.edu.tw/api/uploads/{id}/modified-image?thumbnail=700x380,uploads,UNKNOWN,5,5,raw/ilearn.thu.edu.tw/api/courses/public.json; raw/ilearn.thu.edu.tw/api/courses/public/hot__q_1f15a49f42.json; raw/ilearn.thu.edu.tw/api/courses/public/hot__q_8413e91418.json; raw/ilearn.thu.edu.tw/api/courses/public/latest__q_1f15a49f42.json; raw/ilearn.thu.edu.tw/api/user/recently-visited-courses.json,
/api/ask-questions/,ask-questions,DELETE; OBSERVED_GET; PUT,4,4,raw/ilearn.thu.edu.tw/api/ask-questions/index.json; raw/ilearn.thu.edu.tw/static/13149-ab088423.js; raw/ilearn.thu.edu.tw/static/80243.eb4c2912.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,404
/api/authz/,authz,POST,4,4,raw/ilearn.thu.edu.tw/static/19619.6081b084.js; raw/ilearn.thu.edu.tw/static/34671.c9d36f7b.js; raw/ilearn.thu.edu.tw/static/6696.3bfff1df.js; raw/ilearn.thu.edu.tw/static/93392.97d11656.js,
/api/authz/course-permissions,authz,POST,4,4,raw/ilearn.thu.edu.tw/static/19619.6081b084.js; raw/ilearn.thu.edu.tw/static/34671.c9d36f7b.js; raw/ilearn.thu.edu.tw/static/6696.3bfff1df.js; raw/ilearn.thu.edu.tw/static/93392.97d11656.js,
/api/authz/course-role/,authz,GET,4,4,raw/ilearn.thu.edu.tw/static/19619.6081b084.js; raw/ilearn.thu.edu.tw/static/34671.c9d36f7b.js; raw/ilearn.thu.edu.tw/static/6696.3bfff1df.js; raw/ilearn.thu.edu.tw/static/93392.97d11656.js,
/api/authz/course-roles?conditions=,authz,GET,4,4,raw/ilearn.thu.edu.tw/static/19619.6081b084.js; raw/ilearn.thu.edu.tw/static/34671.c9d36f7b.js; raw/ilearn.thu.edu.tw/static/6696.3bfff1df.js; raw/ilearn.thu.edu.tw/static/93392.97d11656.js,
/api/authz/permissions,authz,POST,4,4,raw/ilearn.thu.edu.tw/static/19619.6081b084.js; raw/ilearn.thu.edu.tw/static/34671.c9d36f7b.js; raw/ilearn.thu.edu.tw/static/6696.3bfff1df.js; raw/ilearn.thu.edu.tw/static/93392.97d11656.js,
/api/authz/user-roles,authz,DELETE,4,4,raw/ilearn.thu.edu.tw/static/19619.6081b084.js; raw/ilearn.thu.edu.tw/static/34671.c9d36f7b.js; raw/ilearn.thu.edu.tw/static/6696.3bfff1df.js; raw/ilearn.thu.edu.tw/static/93392.97d11656.js,
/api/authz/user-roles?page=,authz,DELETE,4,4,raw/ilearn.thu.edu.tw/static/19619.6081b084.js; raw/ilearn.thu.edu.tw/static/34671.c9d36f7b.js; raw/ilearn.thu.edu.tw/static/6696.3bfff1df.js; raw/ilearn.thu.edu.tw/static/93392.97d11656.js,
/api/auto-create,auto-create,OBSERVED_GET; POST,4,4,raw/ilearn.thu.edu.tw/api/auto-create.html; raw/ilearn.thu.edu.tw/static/16065.63e765ac.js; raw/ilearn.thu.edu.tw/static/27093.22d65938.js; raw/ilearn.thu.edu.tw/static/76987.9d0adda9.js,500
/api/blueprint/sub-courses/,blueprint,DELETE,4,4,raw/ilearn.thu.edu.tw/static/50574.d4b1d445.js; raw/ilearn.thu.edu.tw/static/5747.0616b035.js; raw/ilearn.thu.edu.tw/static/60868-9c24b52d.js; raw/ilearn.thu.edu.tw/static/89151.33ad6225.js,
/api/certifications,certifications,GET; OBSERVED_GET; PUT,4,4,raw/ilearn.thu.edu.tw/api/certifications.json; raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/49592.0ad88a29.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,200
/api/classes/,classes,GET; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/classes/index.json; raw/ilearn.thu.edu.tw/static/26755.0336f93f.js; raw/ilearn.thu.edu.tw/static/30801-25982468.js; raw/ilearn.thu.edu.tw/static/76987.9d0adda9.js,404
/api/cloud-classroom/,cloud-classroom,GET; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/cloud-classroom/index.json; raw/ilearn.thu.edu.tw/static/31510.c03f0ff5.js; raw/ilearn.thu.edu.tw/static/70397.11a0efa6.js; raw/ilearn.thu.edu.tw/static/87899.f2d33e40.js,404
/api/cloud-classroom/live-classes/export/excel?order_by=,cloud-classroom,OBSERVED_GET; PUT,4,4,raw/ilearn.thu.edu.tw/api/cloud-classroom/live-classes/export/excel__q_d70f56dff4.json; raw/ilearn.thu.edu.tw/static/31510.c03f0ff5.js; raw/ilearn.thu.edu.tw/static/70397.11a0efa6.js; raw/ilearn.thu.edu.tw/static/87899.f2d33e40.js,403
/api/course-packages,course-packages,DELETE; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/course-packages.json; raw/ilearn.thu.edu.tw/static/18012.8701c2e1.js; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/59246.3ab4838a.js,200
/api/course_template,course_template,OBSERVED_GET; POST,4,4,raw/ilearn.thu.edu.tw/api/course_template.html; raw/ilearn.thu.edu.tw/static/25163.4f7c3b16.js; raw/ilearn.thu.edu.tw/static/51533.32779be1.js; raw/ilearn.thu.edu.tw/static/81959.f1d9d1b3.js,500
/api/courses/count,courses,OBSERVED_GET; POST; PUT,4,4,raw/ilearn.thu.edu.tw/api/courses/count.json; raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/49592.0ad88a29.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,200
/api/courses/inspect-child/,courses,OBSERVED_GET; PUT,4,4,raw/ilearn.thu.edu.tw/api/courses/inspect-child/index.json; raw/ilearn.thu.edu.tw/static/49294.50a0a8b3.js; raw/ilearn.thu.edu.tw/static/79055.ee36c6a2.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,404
/api/courses/interactions/vote/,courses,OBSERVED_GET; PUT,4,4,raw/ilearn.thu.edu.tw/api/courses/interactions/vote/index.json; raw/ilearn.thu.edu.tw/static/26703.244911cf.js; raw/ilearn.thu.edu.tw/static/54964-7faa4ec3.js; raw/ilearn.thu.edu.tw/static/9217.3ccc580b.js,404
/api/courses/public,courses,OBSERVED_GET; POST,4,4,raw/ilearn.thu.edu.tw/api/courses/public.json; raw/ilearn.thu.edu.tw/static/41568.0adf30d4.js; raw/ilearn.thu.edu.tw/static/73644.1ab1287a.js; raw/ilearn.thu.edu.tw/static/9727.544f163b.js,200
/api/courseware-quiz/generate-subjects,courseware-quiz,OBSERVED_GET; POST; UNKNOWN,4,4,raw/ilearn.thu.edu.tw/api/courseware-quiz/generate-subjects.html; raw/ilearn.thu.edu.tw/static/51708-096d42d6.js; raw/ilearn.thu.edu.tw/static/54345.354d5629.js; raw/ilearn.thu.edu.tw/static/77503-ccf74164.js,500
/api/courseware-quiz/generate-subjects-by-text,courseware-quiz,OBSERVED_GET; POST; UNKNOWN,4,4,raw/ilearn.thu.edu.tw/api/courseware-quiz/generate-subjects-by-text.html; raw/ilearn.thu.edu.tw/static/51708-096d42d6.js; raw/ilearn.thu.edu.tw/static/54345.354d5629.js; raw/ilearn.thu.edu.tw/static/77503-ccf74164.js,500
/api/curriculum,curriculum,DELETE; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/curriculum.html; raw/ilearn.thu.edu.tw/static/14928.ccbfea64.js; raw/ilearn.thu.edu.tw/static/24262.bfbc60d3.js; raw/ilearn.thu.edu.tw/static/24712-18317acc.js,500
/api/curriculum-conditions/resort,curriculum-conditions,OBSERVED_GET; PUT,4,4,raw/ilearn.thu.edu.tw/api/curriculum-conditions/resort.html; raw/ilearn.thu.edu.tw/static/14928.ccbfea64.js; raw/ilearn.thu.edu.tw/static/24262.bfbc60d3.js; raw/ilearn.thu.edu.tw/static/24712-18317acc.js,500
/api/curriculum-enrollments/,curriculum-enrollments,DELETE; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/curriculum-enrollments/index.json; raw/ilearn.thu.edu.tw/static/14928.ccbfea64.js; raw/ilearn.thu.edu.tw/static/24262.bfbc60d3.js; raw/ilearn.thu.edu.tw/static/24712-18317acc.js,404
/api/curriculum-sections/resort,curriculum-sections,DELETE; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/curriculum-sections/resort.html; raw/ilearn.thu.edu.tw/static/14928.ccbfea64.js; raw/ilearn.thu.edu.tw/static/24262.bfbc60d3.js; raw/ilearn.thu.edu.tw/static/24712-18317acc.js,500
/api/curriculums,curriculums,GET; OBSERVED_GET,4,4,raw/ilearn.thu.edu.tw/api/curriculums.json; raw/ilearn.thu.edu.tw/static/14928.ccbfea64.js; raw/ilearn.thu.edu.tw/static/24262.bfbc60d3.js; raw/ilearn.thu.edu.tw/static/24712-18317acc.js,404
/api/custom-score-items/,custom-score-items,OBSERVED_GET; PUT,4,4,raw/ilearn.thu.edu.tw/api/custom-score-items/index.json; raw/ilearn.thu.edu.tw/static/12159.7fb514eb.js; raw/ilearn.thu.edu.tw/static/js/lms-main-898f71e6.js; raw/ilearn.thu.edu.tw/static/js/main-public-course-aa8290d5.js,404
/api/data-import/chaoxing-score/,data-import,OBSERVED_GET; POST,4,4,raw/ilearn.thu.edu.tw/api/data-import/chaoxing-score/index.json; raw/ilearn.thu.edu.tw/static/12159.7fb514eb.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js; raw/ilearn.thu.edu.tw/static/js/main-portal-cc072a5a.js,404
