endpoint,category,method_hints,source_count,source_files,sources_sample,observed_statuses
/api/all-orgs,all-orgs,GET; OBSERVED_GET; PUT,20,15,raw/ilearn.thu.edu.tw/api/all-orgs.json; raw/ilearn.thu.edu.tw/static/19832.b33b43a5.js; raw/ilearn.thu.edu.tw/static/21137.a69eb96c.js; raw/ilearn.thu.edu.tw/static/27609.04e6959b.js; raw/ilearn.thu.edu.tw/static/28605.fa92e51e.js; raw/ilearn.thu.edu.tw/static/31552.691da904.js; raw/ilearn.thu.edu.tw/static/49009.a1deb8c2.js; raw/ilearn.thu.edu.tw/static/63256.3e10694e.js; raw/ilearn.thu.edu.tw/static/68805.a47db79c.js; raw/ilearn.thu.edu.tw/static/7693.6ddfbed1.js,200
/api/classrooms/,classrooms,DELETE; GET; OBSERVED_GET; POST; PUT,20,11,raw/ilearn.thu.edu.tw/api/classrooms/index.json; raw/ilearn.thu.edu.tw/static/13149-ab088423.js; raw/ilearn.thu.edu.tw/static/14615.8c38d7d4.js; raw/ilearn.thu.edu.tw/static/19446.6fdaa169.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/56488.5dafa7c7.js; raw/ilearn.thu.edu.tw/static/76445.efefe93a.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js; raw/ilearn.thu.edu.tw/static/83727.aab0cb48.js,404
"/api/academic-years?fields=id,name,sort,is_active",academic-years,GET; OBSERVED_GET; PUT,19,19,raw/ilearn.thu.edu.tw/api/academic-years__q_d63a01cb0b.json; raw/ilearn.thu.edu.tw/static/19619.6081b084.js; raw/ilearn.thu.edu.tw/static/19832.b33b43a5.js; raw/ilearn.thu.edu.tw/static/28492.65731154.js; raw/ilearn.thu.edu.tw/static/28605.fa92e51e.js; raw/ilearn.thu.edu.tw/static/34671.c9d36f7b.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/58273.e82db5f8.js; raw/ilearn.thu.edu.tw/static/63256.3e10694e.js; raw/ilearn.thu.edu.tw/static/6696.3bfff1df.js,200
/api/course-estimates/{id},course-estimates,OBSERVED_GET,19,19,raw/ilearn.thu.edu.tw/api/course-estimates/122518.json; raw/ilearn.thu.edu.tw/api/course-estimates/122638.json; raw/ilearn.thu.edu.tw/api/course-estimates/132448.json; raw/ilearn.thu.edu.tw/api/course-estimates/132469.json; raw/ilearn.thu.edu.tw/api/course-estimates/142033.json; raw/ilearn.thu.edu.tw/api/course-estimates/142388.json; raw/ilearn.thu.edu.tw/api/course-estimates/152021.json; raw/ilearn.thu.edu.tw/api/course-estimates/161499.json; raw/ilearn.thu.edu.tw/api/course-estimates/161532.json; raw/ilearn.thu.edu.tw/api/course-estimates/161850.json,200
/api/course/bulletins/,course,DELETE; OBSERVED_GET; PUT,19,10,raw/ilearn.thu.edu.tw/api/course/bulletins/index.json; raw/ilearn.thu.edu.tw/static/19832.b33b43a5.js; raw/ilearn.thu.edu.tw/static/28605.fa92e51e.js; raw/ilearn.thu.edu.tw/static/63256.3e10694e.js; raw/ilearn.thu.edu.tw/static/68805.a47db79c.js; raw/ilearn.thu.edu.tw/static/7693.6ddfbed1.js; raw/ilearn.thu.edu.tw/static/86422.36d3f50f.js; raw/ilearn.thu.edu.tw/static/91320.6f83888e.js; raw/ilearn.thu.edu.tw/static/91962-91463afb.js; raw/ilearn.thu.edu.tw/static/99006.38242dc9.js,404
/api/virtual-classroom-resources,virtual-classroom-resources,GET; OBSERVED_GET; POST,19,10,raw/ilearn.thu.edu.tw/api/virtual-classroom-resources.json; raw/ilearn.thu.edu.tw/static/19832.b33b43a5.js; raw/ilearn.thu.edu.tw/static/28605.fa92e51e.js; raw/ilearn.thu.edu.tw/static/63256.3e10694e.js; raw/ilearn.thu.edu.tw/static/68805.a47db79c.js; raw/ilearn.thu.edu.tw/static/7693.6ddfbed1.js; raw/ilearn.thu.edu.tw/static/86422.36d3f50f.js; raw/ilearn.thu.edu.tw/static/91320.6f83888e.js; raw/ilearn.thu.edu.tw/static/91962-91463afb.js; raw/ilearn.thu.edu.tw/static/99006.38242dc9.js,404
/api/subject-libs,subject-libs,DELETE; GET; OBSERVED_GET; POST; UNKNOWN,18,16,raw/ilearn.thu.edu.tw/api/subject-libs.json; raw/ilearn.thu.edu.tw/static/12117.76d49271.js; raw/ilearn.thu.edu.tw/static/14615.8c38d7d4.js; raw/ilearn.thu.edu.tw/static/23977.ebaa5322.js; raw/ilearn.thu.edu.tw/static/25753.6c691880.js; raw/ilearn.thu.edu.tw/static/34691.515731f8.js; raw/ilearn.thu.edu.tw/static/40251.b93d27d4.js; raw/ilearn.thu.edu.tw/static/41789.52c6778d.js; raw/ilearn.thu.edu.tw/static/50559.79503daf.js; raw/ilearn.thu.edu.tw/static/52507.583e35f3.js,200
/api/submissions/,submissions,DELETE; GET; OBSERVED_GET; POST; PUT,18,12,raw/ilearn.thu.edu.tw/api/submissions/index.json; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/51708-096d42d6.js; raw/ilearn.thu.edu.tw/static/56488.5dafa7c7.js; raw/ilearn.thu.edu.tw/static/66297.9aa2f6d5.js; raw/ilearn.thu.edu.tw/static/74302.a9e02d94.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/77503-ccf74164.js; raw/ilearn.thu.edu.tw/static/77887.e982b363.js; raw/ilearn.thu.edu.tw/static/80670-16696de3.js,404
/api/users?page=,users,GET; OBSERVED_GET; POST,18,18,raw/ilearn.thu.edu.tw/api/users__q_ee1eaef797.json; raw/ilearn.thu.edu.tw/static/19832.b33b43a5.js; raw/ilearn.thu.edu.tw/static/28492.65731154.js; raw/ilearn.thu.edu.tw/static/28605.fa92e51e.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/58273.e82db5f8.js; raw/ilearn.thu.edu.tw/static/63256.3e10694e.js; raw/ilearn.thu.edu.tw/static/68805.a47db79c.js; raw/ilearn.thu.edu.tw/static/7693.6ddfbed1.js; raw/ilearn.thu.edu.tw/static/78310.c45679af.js,403
/api/activity/,activity,GET; OBSERVED_GET; POST,17,12,raw/ilearn.thu.edu.tw/api/activity/index.json; raw/ilearn.thu.edu.tw/static/25170.2159310c.js; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/74302.a9e02d94.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/77887.e982b363.js; raw/ilearn.thu.edu.tw/static/78723.49249bea.js; raw/ilearn.thu.edu.tw/static/80670-16696de3.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js; raw/ilearn.thu.edu.tw/static/83727.aab0cb48.js,404
/api/exam/,exam,GET; OBSERVED_GET; POST; PUT; UNKNOWN,17,11,raw/ilearn.thu.edu.tw/api/exam/index.json; raw/ilearn.thu.edu.tw/static/19446.6fdaa169.js; raw/ilearn.thu.edu.tw/static/34691.515731f8.js; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js; raw/ilearn.thu.edu.tw/static/50446.4b9b0bcc.js; raw/ilearn.thu.edu.tw/static/56488.5dafa7c7.js; raw/ilearn.thu.edu.tw/static/71999.889e7289.js; raw/ilearn.thu.edu.tw/static/77887.e982b363.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js; raw/ilearn.thu.edu.tw/static/90406.9cacc319.js,404
/api/stat/courses/,stat,DELETE; GET; OBSERVED_GET; POST; UNKNOWN,17,12,raw/ilearn.thu.edu.tw/api/stat/courses/index.json; raw/ilearn.thu.edu.tw/static/10257.5f75a4b2.js; raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/23977.ebaa5322.js; raw/ilearn.thu.edu.tw/static/40251.b93d27d4.js; raw/ilearn.thu.edu.tw/static/67853-6eb5a068.js; raw/ilearn.thu.edu.tw/static/68805.a47db79c.js; raw/ilearn.thu.edu.tw/static/72088.556a45f3.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js; raw/ilearn.thu.edu.tw/static/78946.84d34ae9.js,404
/api/combine-courses/,combine-courses,GET; OBSERVED_GET; POST,16,9,raw/ilearn.thu.edu.tw/api/combine-courses/index.json; raw/ilearn.thu.edu.tw/static/15134.740fc306.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/41789.52c6778d.js; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/49294.50a0a8b3.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js; raw/ilearn.thu.edu.tw/static/83735-784775ae.js; raw/ilearn.thu.edu.tw/static/js/main-portal-cc072a5a.js,404
/api/semesters,semesters,DELETE; GET; OBSERVED_GET,16,16,raw/ilearn.thu.edu.tw/api/semesters.json; raw/ilearn.thu.edu.tw/static/19619.6081b084.js; raw/ilearn.thu.edu.tw/static/19832.b33b43a5.js; raw/ilearn.thu.edu.tw/static/28605.fa92e51e.js; raw/ilearn.thu.edu.tw/static/32419.cdd214b3.js; raw/ilearn.thu.edu.tw/static/34671.c9d36f7b.js; raw/ilearn.thu.edu.tw/static/49592.0ad88a29.js; raw/ilearn.thu.edu.tw/static/63256.3e10694e.js; raw/ilearn.thu.edu.tw/static/6696.3bfff1df.js; raw/ilearn.thu.edu.tw/static/68805.a47db79c.js,200
/api/course-estimates/,course-estimates,DELETE; GET; OBSERVED_GET; POST,15,14,raw/ilearn.thu.edu.tw/api/course-estimates/index.json; raw/ilearn.thu.edu.tw/static/19832.b33b43a5.js; raw/ilearn.thu.edu.tw/static/27093.22d65938.js; raw/ilearn.thu.edu.tw/static/28605.fa92e51e.js; raw/ilearn.thu.edu.tw/static/49294.50a0a8b3.js; raw/ilearn.thu.edu.tw/static/63256.3e10694e.js; raw/ilearn.thu.edu.tw/static/68805.a47db79c.js; raw/ilearn.thu.edu.tw/static/7693.6ddfbed1.js; raw/ilearn.thu.edu.tw/static/79055.ee36c6a2.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,404
/api/my-semesters-all,my-semesters-all,GET; OBSERVED_GET,15,15,raw/ilearn.thu.edu.tw/api/my-semesters-all.json; raw/ilearn.thu.edu.tw/static/19832.b33b43a5.js; raw/ilearn.thu.edu.tw/static/28492.65731154.js; raw/ilearn.thu.edu.tw/static/28605.fa92e51e.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/58273.e82db5f8.js; raw/ilearn.thu.edu.tw/static/63256.3e10694e.js; raw/ilearn.thu.edu.tw/static/68805.a47db79c.js; raw/ilearn.thu.edu.tw/static/7693.6ddfbed1.js; raw/ilearn.thu.edu.tw/static/78310.c45679af.js,200
/api/course/activities-read/,course,OBSERVED_GET; POST,14,14,raw/ilearn.thu.edu.tw/api/course/activities-read/index.json; raw/ilearn.thu.edu.tw/static/21093-1aa02d68.js; raw/ilearn.thu.edu.tw/static/25170.2159310c.js; raw/ilearn.thu.edu.tw/static/34673.1196ba35.js; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/74302.a9e02d94.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/77887.e982b363.js; raw/ilearn.thu.edu.tw/static/78723.49249bea.js; raw/ilearn.thu.edu.tw/static/80670-16696de3.js,404
/api/course/enrollments/,course,DELETE; OBSERVED_GET; PUT,13,13,raw/ilearn.thu.edu.tw/api/course/enrollments/index.json; raw/ilearn.thu.edu.tw/static/15471.49137ee2.js; raw/ilearn.thu.edu.tw/static/19832.b33b43a5.js; raw/ilearn.thu.edu.tw/static/2764-f25f2bd3.js; raw/ilearn.thu.edu.tw/static/28605.fa92e51e.js; raw/ilearn.thu.edu.tw/static/51310.68c3f526.js; raw/ilearn.thu.edu.tw/static/63256.3e10694e.js; raw/ilearn.thu.edu.tw/static/68805.a47db79c.js; raw/ilearn.thu.edu.tw/static/7693.6ddfbed1.js; raw/ilearn.thu.edu.tw/static/86422.36d3f50f.js,404
/api/curriculum-classifications,curriculum-classifications,GET; OBSERVED_GET; POST,13,13,raw/ilearn.thu.edu.tw/api/curriculum-classifications.json; raw/ilearn.thu.edu.tw/static/14928.ccbfea64.js; raw/ilearn.thu.edu.tw/static/19832.b33b43a5.js; raw/ilearn.thu.edu.tw/static/24262.bfbc60d3.js; raw/ilearn.thu.edu.tw/static/24712-18317acc.js; raw/ilearn.thu.edu.tw/static/28605.fa92e51e.js; raw/ilearn.thu.edu.tw/static/63256.3e10694e.js; raw/ilearn.thu.edu.tw/static/68805.a47db79c.js; raw/ilearn.thu.edu.tw/static/7693.6ddfbed1.js; raw/ilearn.thu.edu.tw/static/86422.36d3f50f.js,404
/api/h5-courseware/,h5-courseware,OBSERVED_GET; POST; PUT,13,7,raw/ilearn.thu.edu.tw/api/h5-courseware/index.json; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/74302.a9e02d94.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/77887.e982b363.js; raw/ilearn.thu.edu.tw/static/80670-16696de3.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,404
/api/org/,org,DELETE; GET; OBSERVED_GET; POST; PUT; UNKNOWN,13,10,raw/ilearn.thu.edu.tw/api/org/index.json; raw/ilearn.thu.edu.tw/static/11836.f57019c4.js; raw/ilearn.thu.edu.tw/static/26132-3e4ab0d2.js; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js; raw/ilearn.thu.edu.tw/static/44184.7677cc88.js; raw/ilearn.thu.edu.tw/static/49294.50a0a8b3.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js; raw/ilearn.thu.edu.tw/static/79055.ee36c6a2.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,404
/api/questionnaire/,questionnaire,DELETE; GET; OBSERVED_GET; POST; PUT; UNKNOWN,13,7,raw/ilearn.thu.edu.tw/api/questionnaire/index.json; raw/ilearn.thu.edu.tw/static/19446.6fdaa169.js; raw/ilearn.thu.edu.tw/static/28509.a0b2d0f0.js; raw/ilearn.thu.edu.tw/static/34691.515731f8.js; raw/ilearn.thu.edu.tw/static/41789.52c6778d.js; raw/ilearn.thu.edu.tw/static/50446.4b9b0bcc.js; raw/ilearn.thu.edu.tw/static/76445.efefe93a.js,404
/api/activities/have-dependents,activities,GET; OBSERVED_GET,12,12,raw/ilearn.thu.edu.tw/api/activities/have-dependents.json; raw/ilearn.thu.edu.tw/static/25170.2159310c.js; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/74302.a9e02d94.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/77887.e982b363.js; raw/ilearn.thu.edu.tw/static/78723.49249bea.js; raw/ilearn.thu.edu.tw/static/80670-16696de3.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js; raw/ilearn.thu.edu.tw/static/83727.aab0cb48.js,200
/api/air-credit/audits,air-credit,GET; OBSERVED_GET; POST; PUT,12,7,raw/ilearn.thu.edu.tw/api/air-credit/audits.json; raw/ilearn.thu.edu.tw/static/28492.65731154.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/58273.e82db5f8.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js; raw/ilearn.thu.edu.tw/static/78310.c45679af.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,403
/api/completion-criteria,completion-criteria,DELETE; GET; OBSERVED_GET,12,12,raw/ilearn.thu.edu.tw/api/completion-criteria.html; raw/ilearn.thu.edu.tw/static/25170.2159310c.js; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/74302.a9e02d94.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/77887.e982b363.js; raw/ilearn.thu.edu.tw/static/78723.49249bea.js; raw/ilearn.thu.edu.tw/static/80670-16696de3.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js; raw/ilearn.thu.edu.tw/static/83727.aab0cb48.js,500
/api/course,course,DELETE; OBSERVED_GET; POST; UNKNOWN,12,12,raw/ilearn.thu.edu.tw/api/course.html; raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/15134.740fc306.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/41789.52c6778d.js; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/49294.50a0a8b3.js; raw/ilearn.thu.edu.tw/static/49592.0ad88a29.js; raw/ilearn.thu.edu.tw/static/6240.72c6e2a0.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,500
/api/course-packages/,course-packages,DELETE; GET; OBSERVED_GET; POST,12,5,raw/ilearn.thu.edu.tw/api/course-packages/index.json; raw/ilearn.thu.edu.tw/static/18012.8701c2e1.js; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/59246.3ab4838a.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,404
/api/feedback-activities/,feedback-activities,DELETE; GET; OBSERVED_GET; POST,12,6,raw/ilearn.thu.edu.tw/api/feedback-activities/index.json; raw/ilearn.thu.edu.tw/static/28509.a0b2d0f0.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/76445.efefe93a.js; raw/ilearn.thu.edu.tw/static/83727.aab0cb48.js,404
"/api/my-academic-years?fields=id,name,sort,is_active",my-academic-years,GET; OBSERVED_GET,12,12,raw/ilearn.thu.edu.tw/api/my-academic-years__q_d63a01cb0b.json; raw/ilearn.thu.edu.tw/static/19832.b33b43a5.js; raw/ilearn.thu.edu.tw/static/28605.fa92e51e.js; raw/ilearn.thu.edu.tw/static/63256.3e10694e.js; raw/ilearn.thu.edu.tw/static/64911.f8406418.js; raw/ilearn.thu.edu.tw/static/68805.a47db79c.js; raw/ilearn.thu.edu.tw/static/7693.6ddfbed1.js; raw/ilearn.thu.edu.tw/static/86422.36d3f50f.js; raw/ilearn.thu.edu.tw/static/90179.4a3256c6.js; raw/ilearn.thu.edu.tw/static/91320.6f83888e.js,200
/api/my-semesters,my-semesters,GET; OBSERVED_GET; UNKNOWN,12,12,raw/ilearn.thu.edu.tw/api/my-semesters.json; raw/ilearn.thu.edu.tw/static/15134.740fc306.js; raw/ilearn.thu.edu.tw/static/20307-0fd301f4.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/41789.52c6778d.js; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/49294.50a0a8b3.js; raw/ilearn.thu.edu.tw/static/64911.f8406418.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,200
/api/subjects/,subjects,DELETE; GET; OBSERVED_GET; POST; PUT; UNKNOWN,12,9,raw/ilearn.thu.edu.tw/api/subjects/index.json; raw/ilearn.thu.edu.tw/static/31110.2a0173f2.js; raw/ilearn.thu.edu.tw/static/32436.9894d604.js; raw/ilearn.thu.edu.tw/static/34691.515731f8.js; raw/ilearn.thu.edu.tw/static/37192.d0839c93.js; raw/ilearn.thu.edu.tw/static/50559.79503daf.js; raw/ilearn.thu.edu.tw/static/52507.583e35f3.js; raw/ilearn.thu.edu.tw/static/76445.efefe93a.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,404
/api/uploads,uploads,GET; POST,12,11,raw/ilearn.thu.edu.tw/static/18283.f40cd1f6.js; raw/ilearn.thu.edu.tw/static/34908-683cb506.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/50446.4b9b0bcc.js; raw/ilearn.thu.edu.tw/static/56488.5dafa7c7.js; raw/ilearn.thu.edu.tw/static/56834-67be8618.js; raw/ilearn.thu.edu.tw/static/70619-686c4819.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js; raw/ilearn.thu.edu.tw/static/94795.2ff75664.js,
/api/uploads/marked_attachment/,uploads,DELETE,12,12,raw/ilearn.thu.edu.tw/static/31110.2a0173f2.js; raw/ilearn.thu.edu.tw/static/32436.9894d604.js; raw/ilearn.thu.edu.tw/static/37192.d0839c93.js; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/52507.583e35f3.js; raw/ilearn.thu.edu.tw/static/56488.5dafa7c7.js; raw/ilearn.thu.edu.tw/static/74302.a9e02d94.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/77887.e982b363.js; raw/ilearn.thu.edu.tw/static/80670-16696de3.js,
/api/vtrses/share-resources,vtrses,GET; OBSERVED_GET,12,12,raw/ilearn.thu.edu.tw/api/vtrses/share-resources.json; raw/ilearn.thu.edu.tw/static/19832.b33b43a5.js; raw/ilearn.thu.edu.tw/static/28605.fa92e51e.js; raw/ilearn.thu.edu.tw/static/56748-43cfa952.js; raw/ilearn.thu.edu.tw/static/63256.3e10694e.js; raw/ilearn.thu.edu.tw/static/68805.a47db79c.js; raw/ilearn.thu.edu.tw/static/7693.6ddfbed1.js; raw/ilearn.thu.edu.tw/static/78946.84d34ae9.js; raw/ilearn.thu.edu.tw/static/86422.36d3f50f.js; raw/ilearn.thu.edu.tw/static/91320.6f83888e.js,200
/api/air-credit/audits/,air-credit,OBSERVED_GET; POST; PUT,11,6,raw/ilearn.thu.edu.tw/api/air-credit/audits/index.json; raw/ilearn.thu.edu.tw/static/28492.65731154.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/58273.e82db5f8.js; raw/ilearn.thu.edu.tw/static/78310.c45679af.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,404
/api/air-credit/credits,air-credit,OBSERVED_GET; POST; PUT,11,6,raw/ilearn.thu.edu.tw/api/air-credit/credits.html; raw/ilearn.thu.edu.tw/static/28492.65731154.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/58273.e82db5f8.js; raw/ilearn.thu.edu.tw/static/78310.c45679af.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,500
/api/classroom/,classroom,GET; OBSERVED_GET; POST,11,9,raw/ilearn.thu.edu.tw/api/classroom/index.html; raw/ilearn.thu.edu.tw/static/28509.a0b2d0f0.js; raw/ilearn.thu.edu.tw/static/34691.515731f8.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/72088.556a45f3.js; raw/ilearn.thu.edu.tw/static/76445.efefe93a.js; raw/ilearn.thu.edu.tw/static/83727.aab0cb48.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,500
/api/courses?page=,courses,OBSERVED_GET; POST,11,11,raw/ilearn.thu.edu.tw/api/courses__q_ee1eaef797.json; raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/28492.65731154.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/41568.0adf30d4.js; raw/ilearn.thu.edu.tw/static/58273.e82db5f8.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js; raw/ilearn.thu.edu.tw/static/73644.1ab1287a.js; raw/ilearn.thu.edu.tw/static/78310.c45679af.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,403
/api/live-records/,live-records,GET; OBSERVED_GET; POST,11,6,raw/ilearn.thu.edu.tw/api/live-records/index.json; raw/ilearn.thu.edu.tw/static/25170.2159310c.js; raw/ilearn.thu.edu.tw/static/78723.49249bea.js; raw/ilearn.thu.edu.tw/static/83727.aab0cb48.js; raw/ilearn.thu.edu.tw/static/8979.df45e854.js; raw/ilearn.thu.edu.tw/static/98133-ef5ebb8f.js,404
/api/org-bulletin/bulletins,org-bulletin,DELETE; GET; OBSERVED_GET,11,6,raw/ilearn.thu.edu.tw/api/org-bulletin/bulletins.html; raw/ilearn.thu.edu.tw/static/36105.3af57479.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/41789.52c6778d.js; raw/ilearn.thu.edu.tw/static/43823-bfba4179.js; raw/ilearn.thu.edu.tw/static/77503-ccf74164.js,500
/api/org-bulletin/bulletins/,org-bulletin,DELETE; OBSERVED_GET; POST,11,6,raw/ilearn.thu.edu.tw/api/org-bulletin/bulletins/index.json; raw/ilearn.thu.edu.tw/static/36105.3af57479.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/41789.52c6778d.js; raw/ilearn.thu.edu.tw/static/43823-bfba4179.js; raw/ilearn.thu.edu.tw/static/77503-ccf74164.js,404
/api/program/course-programs?department_ids=,program,GET; OBSERVED_GET; UNKNOWN,11,11,raw/ilearn.thu.edu.tw/api/program/course-programs__q_2abd7bff26.json; raw/ilearn.thu.edu.tw/static/19832.b33b43a5.js; raw/ilearn.thu.edu.tw/static/28605.fa92e51e.js; raw/ilearn.thu.edu.tw/static/49592.0ad88a29.js; raw/ilearn.thu.edu.tw/static/63256.3e10694e.js; raw/ilearn.thu.edu.tw/static/68805.a47db79c.js; raw/ilearn.thu.edu.tw/static/7693.6ddfbed1.js; raw/ilearn.thu.edu.tw/static/86422.36d3f50f.js; raw/ilearn.thu.edu.tw/static/91320.6f83888e.js; raw/ilearn.thu.edu.tw/static/91962-91463afb.js,200
/api/rubrics/,rubrics,DELETE; OBSERVED_GET; PUT,11,7,raw/ilearn.thu.edu.tw/api/rubrics/index.json; raw/ilearn.thu.edu.tw/static/26645.3ac5e040.js; raw/ilearn.thu.edu.tw/static/34423.a5cefcd5.js; raw/ilearn.thu.edu.tw/static/55200.e380810d.js; raw/ilearn.thu.edu.tw/static/63756-b6ed5817.js; raw/ilearn.thu.edu.tw/static/67133.08e1a687.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,404
/api/uploads/batch/blob,uploads,POST,11,11,raw/ilearn.thu.edu.tw/static/26703.244911cf.js; raw/ilearn.thu.edu.tw/static/28605.fa92e51e.js; raw/ilearn.thu.edu.tw/static/36105.3af57479.js; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/63256.3e10694e.js; raw/ilearn.thu.edu.tw/static/66297.9aa2f6d5.js; raw/ilearn.thu.edu.tw/static/72088.556a45f3.js; raw/ilearn.thu.edu.tw/static/78723.49249bea.js; raw/ilearn.thu.edu.tw/static/8979.df45e854.js; raw/ilearn.thu.edu.tw/static/91962-91463afb.js,
