endpoint,category,method_hint,source_path,source_url,observed_status,context
/api/uploads/21/modified-image?thumbnail=0x272';,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/index.html,https://ilearn.thu.edu.tw,,absolute-url
/api/uploads/{id}/modified-image?thumbnail=32x32';,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/index.html,https://ilearn.thu.edu.tw,,absolute-url
/api/uploads/21/modified-image?thumbnail=0x272,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/index.html,https://ilearn.thu.edu.tw,,absolute-url
https://ilearn.thu.edu.tw/api/uploads/21/modified-image?thumbnail=0x272,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/index/index.html,https://ilearn.thu.edu.tw/,,"-height: auto"">
<root-scope-variable name=""currentUserName"" value=""[REDACTED_USER_NAME]""></root-scope-variable>
<div class=""header header-autocollapse wg-header"" ng-controller=""HeaderCtrl""
     ng-init=""orgName='iLearn 教學平台'; orgLogoUrl='https://ilearn.thu.edu.tw/api/uploads/21/modified-image?thumbnail=0x272'; orgShowName='True';
              orgShowLogo='True'; avatarSmallUrl = 'https://ilearn.thu.edu.tw/api/uploads/[REDACTED_AVATAR_ID]/modified-image?thumbnail=32x32';
              langNames={'zh-TW': '繁"
https://ilearn.thu.edu.tw/api/uploads/{id}/modified-image?thumbnail=32x32,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/index/index.html,https://ilearn.thu.edu.tw/,,"g-controller=""HeaderCtrl""
     ng-init=""orgName='iLearn 教學平台'; orgLogoUrl='https://ilearn.thu.edu.tw/api/uploads/21/modified-image?thumbnail=0x272'; orgShowName='True';
              orgShowLogo='True'; avatarSmallUrl = 'https://ilearn.thu.edu.tw/api/uploads/[REDACTED_AVATAR_ID]/modified-image?thumbnail=32x32';
              langNames={'zh-TW': '繁體中文', 'zh-CN': '简体中文', 'zh-MO': '繁體中文 (澳門)', 'en-US': 'English (US)', 'en-GB': 'English (UK)', 'th-TH': 'ภาษาไทย', 'id-ID': 'Bahasa Indonesia', 'ms-MY': 'Bahasa Ma"
/api/uploads/,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/index/index.html,https://ilearn.thu.edu.tw/,,"load.status != 'uploading'"">
        <i class=""icon icon-file-preview-restore""></i>
    </a>
    <a ng-if=""forceShowDownloadButton && upload.id && upload.type != 'link' && !upload.isFromKnowledgeGraph""
       ng-href=""[['/api/uploads/'+upload.id+'/blob']]"" title=""下載"" target=""_blank"">
        <i class=""icon icon-file-preview-download""></i>
    </a>
    <a ng-if=""upload.from_project && upload.allow_download""
       ng-href=""[[ '/api/project/'+upload.pro"
/api/project/,project,UNKNOWN,raw/ilearn.thu.edu.tw/index/index.html,https://ilearn.thu.edu.tw/,,"ng-href=""[['/api/uploads/'+upload.id+'/blob']]"" title=""下載"" target=""_blank"">
        <i class=""icon icon-file-preview-download""></i>
    </a>
    <a ng-if=""upload.from_project && upload.allow_download""
       ng-href=""[[ '/api/project/'+upload.project_id+'/share-resource/blob?upload_id='+upload.id+'&node_ids='+upload.node_ids+'&reference_id='+upload.ref_id ]]"" title=""下載""  target=""_blank"">
        <i class=""icon icon-file-preview-download""></i>
    </a>"
/api/shared-resources/{expr}/blob,shared-resources,UNKNOWN,raw/ilearn.thu.edu.tw/index/index.html,https://ilearn.thu.edu.tw/,,"source)"" title=""下載"">
        <i class=""icon icon-file-preview-download""></i>
    </a>
    <a ng-if=""resource && resource.open_scope == 'group' && resource.allow_download && resource.upload.status != 'uploading'"" ng-href=""/api/shared-resources/[[resource.id]]/blob"" target=""_self"" title=""下載"">
        <i class=""icon icon-file-preview-download""></i>
    </a>
    <a ng-if=""resource && resource.share_to_id && resource.allow_download && resource.upload.status != 'uploading'"" ng-href=""/a"
/api/shared-resources-to/{expr}/blob,shared-resources-to,UNKNOWN,raw/ilearn.thu.edu.tw/index/index.html,https://ilearn.thu.edu.tw/,,"ob"" target=""_self"" title=""下載"">
        <i class=""icon icon-file-preview-download""></i>
    </a>
    <a ng-if=""resource && resource.share_to_id && resource.allow_download && resource.upload.status != 'uploading'"" ng-href=""/api/shared-resources-to/[[resource.id]]/blob"" target=""_self"" title=""下載"">
        <i class=""icon icon-file-preview-download""></i>
    </a>
    <a id=""downloadManual"" ng-if=""!resource && manualUrl "" ng-href=""[[manualUrl]]""
       target=""_blank"" title=""下載"" download="""
/api/uploads/reference/{expr}/blob,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/index/index.html,https://ilearn.thu.edu.tw/,,"edit-view-2""></i>
            </a>
        <a ng-click=""openSobeyVideo()"" ng-if=""upload.source==='sobey'"">
            <i class=""font font-table-edit-view-2""></i>
        </a>
                <a stop-propagation ng-href=""/api/uploads/reference/[[upload.reference_id]]/blob"" target=""_blank""
                    title=""下載"" ng-click=""downloadBlob(activity, upload)""
                    ng-if=""upload.reference_id && !upload.deleted && upload.allow_download && canShowResource(upload, isInstructor"
/api/uploads/{expr}/blob?preview=true&activity_type={expr},uploads,UNKNOWN,raw/ilearn.thu.edu.tw/index/index.html,https://ilearn.thu.edu.tw/,,"ce(upload, isInstructorView)"">
                    <i class=""font font-table-edit-download""></i>
                    <span class=""dropdown-item"">下載</span>
                </a>
                <a stop-propagation ng-href=""/api/uploads/[[upload.id]]/blob?preview=true&activity_type=[[activity.type]]"" target=""_blank""
                    title=""下載"" ng-click=""downloadBlob(activity, upload)""
                    ng-if=""!upload.reference_id && !upload.deleted && upload.allow_download && !upload.source &&"
/api/uploads/{expr}/blob,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/index/index.html,https://ilearn.thu.edu.tw/,,"             <i class=""font font-table-edit-download""></i>
                    <span class=""dropdown-item"">下載</span>
                </a>
                <!-- 针对特殊source类型 -->
                <a stop-propagation ng-href=""/api/uploads/[[upload.id]]/blob""
                    title=""下載"" ng-click=""downloadBlob(activity, upload)""
                    ng-if=""!upload.reference_id && !upload.deleted && upload.allow_download && ['auto-generated-pdf'].includes(upload.source) && c"
/api/wedrive/file/{expr},wedrive,UNKNOWN,raw/ilearn.thu.edu.tw/index/index.html,https://ilearn.thu.edu.tw/,,"ce(upload, isInstructorView)"">
                    <i class=""font font-table-edit-download""></i>
                    <span class=""dropdown-item"">下載</span>
                </a>
                <a stop-propagation ng-href=""/api/wedrive/file/[[upload.fileid]]""
                    title=""下載""
                    ng-if=""!upload.deleted && upload.allow_download && upload.source == 'WEDRIVE' && canShowResource(upload, isInstructorView)"">
                    <i class=""font font-tab"
/api/uploads/21/modified-image?thumbnail=0x272';,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/index/index.html,https://ilearn.thu.edu.tw/,,absolute-url
/api/uploads/{id}/modified-image?thumbnail=32x32';,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/index/index.html,https://ilearn.thu.edu.tw/,,absolute-url
/api/uploads/21/modified-image?thumbnail=0x272,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/index/index.html,https://ilearn.thu.edu.tw/,,absolute-url
/api/uploads/{id}/in-rich-content?created_at=2026-03-31T10{param}{param},uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/bulletins/latest.json,https://ilearn.thu.edu.tw/api/bulletins/latest,,absolute-url
/api/uploads/{id}/in-rich-content?created_at=2026-03-31T10{param}{param},uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/course-bulletins.json,https://ilearn.thu.edu.tw/api/course-bulletins,,absolute-url
https://ilearn.thu.edu.tw/api/uploads/{id}/modified-image?thumbnail=32x32,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/course-estimates/81288.json,https://ilearn.thu.edu.tw/api/course-estimates/81288,,"{""course_estimates"":[{""comment"":""\u53d7\u76ca\u826f\u591a \u8b1d\u8b1d"",""course_id"":81288,""created_at"":""2021-10-29T14:47:29Z"",""deleted"":false,""id"":12,""score"":5,""updated_at"":null,""user"":{""avatar_small_url"":""https://ilearn.thu.edu.tw/api/uploads/4556626/modified-image?thumbnail=32x32"",""enrollment_roles"":[""student""],""id"":50511,""name"":""[REDACTED_NAME]""},""user_id"":50511},{""comment"":""\u672c\u5b78\u671f\u5716\u66f8\u9928\u5229\u7528\u6559\u80b2\u3001\u8cc7\u6599\u5eab\u8b1b\u7fd2\u3001\u8b1b\u5ea7\u"
"https://ilearn.thu.edu.tw/api/uploads/{id}/modified-image?thumbnail=32x32&crop_box=59,59,537,537",uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/course-estimates/81288.json,https://ilearn.thu.edu.tw/api/course-estimates/81288,,"ab\u8b1b\u7fd2\u3001\u8b1b\u5ea7\u6d3b\u52d5\u898f\u5283\u8c50\u5bcc\uff0c\u63a8\u63a8"",""course_id"":81288,""created_at"":""2021-10-07T16:01:54Z"",""deleted"":false,""id"":9,""score"":5,""updated_at"":null,""user"":{""avatar_small_url"":""https://ilearn.thu.edu.tw/api/uploads/2470281/modified-image?thumbnail=32x32&crop_box=59,59,537,537"",""enrollment_roles"":[""instructor""],""id"":42828,""name"":""[REDACTED_NAME]""},""user_id"":42828}]}
"
/api/uploads/{id}/modified-image?thumbnail=32x32,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/course-estimates/81288.json,https://ilearn.thu.edu.tw/api/course-estimates/81288,,absolute-url
"/api/uploads/{id}/modified-image?thumbnail=32x32&crop_box=59,59,537,537",uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/course-estimates/81288.json,https://ilearn.thu.edu.tw/api/course-estimates/81288,,absolute-url
https://ilearn.thu.edu.tw/api/uploads/{id}/modified-image?thumbnail=700x380,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public.json,https://ilearn.thu.edu.tw/api/courses/public,,"{""courses"":[{""classroom_schedule"":"""",""course_attributes"":{""student_count"":46},""course_public_settings"":{""sign_up_charge_amount"":null},""cover"":""https://ilearn.thu.edu.tw/api/uploads/17304258/modified-image?thumbnail=700x380"",""created_user"":{""id"":38052,""name"":""[REDACTED_NAME]""},""credit_state"":{""status"":""active""},""display_name"":""\u6771\u6d77\u4e09\u5927\u667a\u6167\u5e73\u53f0 (API, AI-TA, OpenClaw) \u63a2\u7d22"",""end_date"":null,""id"":17104"
"https://ilearn.thu.edu.tw/api/uploads/24/modified-image?thumbnail=32x32&crop_box=16,0,501,485",uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public.json,https://ilearn.thu.edu.tw/api/courses/public,,"u674e\u5a49\u745c""},""credit_state"":{""status"":""active""},""display_name"":""\u6771\u6d77\u4e09\u5927\u667a\u6167\u5e73\u53f0 (API, AI-TA, OpenClaw) \u63a2\u7d22"",""end_date"":null,""id"":171045,""instructors"":[{""avatar_small_url"":""https://ilearn.thu.edu.tw/api/uploads/24/modified-image?thumbnail=32x32&crop_box=16,0,501,485"",""id"":15273,""name"":""[REDACTED_NAME]""},{""avatar_small_url"":""https://ilearn.thu.edu.tw/api/uploads/7174198/modified-image?thumbnail=32x32&crop_box=0,0,998,998"",""id"":38052,""name"":""\u674"
"https://ilearn.thu.edu.tw/api/uploads/{id}/modified-image?thumbnail=32x32&crop_box=0,0,998,998",uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public.json,https://ilearn.thu.edu.tw/api/courses/public,,",""end_date"":null,""id"":171045,""instructors"":[{""avatar_small_url"":""https://ilearn.thu.edu.tw/api/uploads/24/modified-image?thumbnail=32x32&crop_box=16,0,501,485"",""id"":15273,""name"":""[REDACTED_NAME]""},{""avatar_small_url"":""https://ilearn.thu.edu.tw/api/uploads/7174198/modified-image?thumbnail=32x32&crop_box=0,0,998,998"",""id"":38052,""name"":""[REDACTED_NAME]""}],""is_closed"":false,""is_started"":true,""name"":""[REDACTED_NAME]"",""org"":{""f"
https://ilearn.thu.edu.tw/api/uploads/{id}/modified-image?thumbnail=350x190,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public.json,https://ilearn.thu.edu.tw/api/courses/public,,"ication_id"":0,""certification_identity"":null,""certification_title"":null,""course_id"":0,""id"":0,""issue_no"":null,""open_certification"":null,""project_name"":null,""study_threshold"":null,""upload_certification"":null},""small_cover"":""https://ilearn.thu.edu.tw/api/uploads/17304258/modified-image?thumbnail=350x190"",""start_date"":""2026-05-12""},{""classroom_schedule"":"""",""course_attributes"":{""student_count"":4},""course_public_settings"":{""sign_up_charge_amount"":null},""cover"":"""",""created_user"":{""id"":38052,""name"":""\u67"
"https://ilearn.thu.edu.tw/api/uploads/{id}/modified-image?thumbnail=32x32&crop_box=890,575,2234,1919",uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public.json,https://ilearn.thu.edu.tw/api/courses/public,,"_user"":{""id"":38052,""name"":""[REDACTED_NAME]""},""credit_state"":null,""display_name"":""114\u5b78\u5e74\u751f\u6210\u5f0fAI\u7dda\u4e0a\u5b78\u7fd2\u8ab2\u7a0b"",""end_date"":null,""id"":171009,""instructors"":[{""avatar_small_url"":""https://ilearn.thu.edu.tw/api/uploads/1720110/modified-image?thumbnail=32x32&crop_box=890,575,2234,1919"",""id"":33033,""name"":""[REDACTED_NAME]""}],""is_closed"":false,""is_started"":true,""name"":""114\u5b78\u5e74\u751f\u6210\u5f0fAI\u7dda\u4e0a\u5b78\u7fd2\u8ab2\u7a0b"",""org"":{""flag"":0,"
"https://ilearn.thu.edu.tw/api/uploads/{id}/modified-image?thumbnail=32x32&crop_box=25,19,181,175",uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public.json,https://ilearn.thu.edu.tw/api/courses/public,,"l=700x380"",""created_user"":{""id"":1,""name"":""admin""},""credit_state"":{""status"":""active""},""display_name"":""20260416 AI \u667a\u6167\u8ab2\u7a0b\u5de5\u4f5c\u574a"",""end_date"":null,""id"":170979,""instructors"":[{""avatar_small_url"":""https://ilearn.thu.edu.tw/api/uploads/514475/modified-image?thumbnail=32x32&crop_box=25,19,181,175"",""id"":1,""name"":""admin""},{""avatar_small_url"":""https://ilearn.thu.edu.tw/api/uploads/6099037/modified-image?thumbnail=32x32&crop_box=161,119,635,593"",""id"":18,""name"":""WGteacher""}],""is"
"https://ilearn.thu.edu.tw/api/uploads/{id}/modified-image?thumbnail=32x32&crop_box=161,119,635,593",uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public.json,https://ilearn.thu.edu.tw/api/courses/public,,"u4f5c\u574a"",""end_date"":null,""id"":170979,""instructors"":[{""avatar_small_url"":""https://ilearn.thu.edu.tw/api/uploads/514475/modified-image?thumbnail=32x32&crop_box=25,19,181,175"",""id"":1,""name"":""admin""},{""avatar_small_url"":""https://ilearn.thu.edu.tw/api/uploads/6099037/modified-image?thumbnail=32x32&crop_box=161,119,635,593"",""id"":18,""name"":""WGteacher""}],""is_closed"":false,""is_started"":true,""name"":""20260416 AI \u667a\u6167\u8ab2\u7a0b\u5de5\u4f5c\u574a"",""org"":{""flag"":0,""name"":""iLearn \u6559\u5b78\u5e"
/api/uploads/{id}/modified-image?thumbnail=700x380,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public.json,https://ilearn.thu.edu.tw/api/courses/public,,absolute-url
"/api/uploads/24/modified-image?thumbnail=32x32&crop_box=16,0,501,485",uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public.json,https://ilearn.thu.edu.tw/api/courses/public,,absolute-url
"/api/uploads/{id}/modified-image?thumbnail=32x32&crop_box=0,0,998,998",uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public.json,https://ilearn.thu.edu.tw/api/courses/public,,absolute-url
/api/uploads/{id}/modified-image?thumbnail=350x190,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public.json,https://ilearn.thu.edu.tw/api/courses/public,,absolute-url
"/api/uploads/{id}/modified-image?thumbnail=32x32&crop_box=890,575,2234,1919",uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public.json,https://ilearn.thu.edu.tw/api/courses/public,,absolute-url
"/api/uploads/{id}/modified-image?thumbnail=32x32&crop_box=25,19,181,175",uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public.json,https://ilearn.thu.edu.tw/api/courses/public,,absolute-url
"/api/uploads/{id}/modified-image?thumbnail=32x32&crop_box=161,119,635,593",uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public.json,https://ilearn.thu.edu.tw/api/courses/public,,absolute-url
https://ilearn.thu.edu.tw/api/uploads/{id}/modified-image?thumbnail=700x380,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public/hot__q_8413e91418.json,https://ilearn.thu.edu.tw/api/courses/public/hot?limit=12,,"d\u7f6e\u5b89\u5168\u7ba1\u7406\n(4)\u8fd1\u671f\u8cc7\u5b89\u4e8b\u4ef6\u5ba3\u5c0e"",""course_attributes"":{""student_count"":891},""course_code"":""isms2024004"",""course_public_settings"":{""sign_up_charge_amount"":null},""cover"":""https://ilearn.thu.edu.tw/api/uploads/10283327/modified-image?thumbnail=700x380"",""display_name"":""113\u5e74\u8cc7\u901a\u5b89\u5168\u8a8d\u77e5\u6559\u80b2\u8a13\u7df4(\u7b2c\u4e8c\u68af\u6b21-\u7dda\u4e0a)"",""end_date"":""2024-12-17"",""id"":142388,""is_closed"":true,""is_started"":true,"""
https://ilearn.thu.edu.tw/api/uploads/{id}/modified-image?thumbnail=350x190,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public/hot__q_8413e91418.json,https://ilearn.thu.edu.tw/api/courses/public/hot?limit=12,,"\u8cc7\u901a\u5b89\u5168\u8a8d\u77e5\u6559\u80b2\u8a13\u7df4(\u7b2c\u4e8c\u68af\u6b21-\u7dda\u4e0a)"",""public_scope"":""org"",""selected_certification"":{""certification_identity"":null,""certification_title"":null},""small_cover"":""https://ilearn.thu.edu.tw/api/uploads/10283327/modified-image?thumbnail=350x190"",""start_date"":""2024-09-12""},{""classroom_schedule"":"""",""course_attributes"":{""student_count"":642},""course_code"":""_uuid_9de31bd1-8d7c-4aef-a68c-6114b37dea31"",""course_public_settings"":{""sign_up_charge_amo"
/api/uploads/{id}/modified-image?thumbnail=700x380,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public/hot__q_8413e91418.json,https://ilearn.thu.edu.tw/api/courses/public/hot?limit=12,,absolute-url
/api/uploads/{id}/modified-image?thumbnail=350x190,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public/hot__q_8413e91418.json,https://ilearn.thu.edu.tw/api/courses/public/hot?limit=12,,absolute-url
https://ilearn.thu.edu.tw/api/uploads/{id}/modified-image?thumbnail=700x380,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public/hot__q_1f15a49f42.json,https://ilearn.thu.edu.tw/api/courses/public/hot?limit=8,,"d\u7f6e\u5b89\u5168\u7ba1\u7406\n(4)\u8fd1\u671f\u8cc7\u5b89\u4e8b\u4ef6\u5ba3\u5c0e"",""course_attributes"":{""student_count"":891},""course_code"":""isms2024004"",""course_public_settings"":{""sign_up_charge_amount"":null},""cover"":""https://ilearn.thu.edu.tw/api/uploads/10283327/modified-image?thumbnail=700x380"",""display_name"":""113\u5e74\u8cc7\u901a\u5b89\u5168\u8a8d\u77e5\u6559\u80b2\u8a13\u7df4(\u7b2c\u4e8c\u68af\u6b21-\u7dda\u4e0a)"",""end_date"":""2024-12-17"",""id"":142388,""is_closed"":true,""is_started"":true,"""
https://ilearn.thu.edu.tw/api/uploads/{id}/modified-image?thumbnail=350x190,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public/hot__q_1f15a49f42.json,https://ilearn.thu.edu.tw/api/courses/public/hot?limit=8,,"\u8cc7\u901a\u5b89\u5168\u8a8d\u77e5\u6559\u80b2\u8a13\u7df4(\u7b2c\u4e8c\u68af\u6b21-\u7dda\u4e0a)"",""public_scope"":""org"",""selected_certification"":{""certification_identity"":null,""certification_title"":null},""small_cover"":""https://ilearn.thu.edu.tw/api/uploads/10283327/modified-image?thumbnail=350x190"",""start_date"":""2024-09-12""},{""classroom_schedule"":"""",""course_attributes"":{""student_count"":642},""course_code"":""_uuid_9de31bd1-8d7c-4aef-a68c-6114b37dea31"",""course_public_settings"":{""sign_up_charge_amo"
/api/uploads/{id}/modified-image?thumbnail=700x380,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public/hot__q_1f15a49f42.json,https://ilearn.thu.edu.tw/api/courses/public/hot?limit=8,,absolute-url
/api/uploads/{id}/modified-image?thumbnail=350x190,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public/hot__q_1f15a49f42.json,https://ilearn.thu.edu.tw/api/courses/public/hot?limit=8,,absolute-url
https://ilearn.thu.edu.tw/api/uploads/{id}/modified-image?thumbnail=700x380,uploads,UNKNOWN,raw/ilearn.thu.edu.tw/api/courses/public/latest__q_1f15a49f42.json,https://ilearn.thu.edu.tw/api/courses/public/latest?limit=8,,"{""courses"":[{""classroom_schedule"":"""",""course_attributes"":{""student_count"":46},""course_code"":""thu2026014"",""course_public_settings"":{""sign_up_charge_amount"":null},""cover"":""https://ilearn.thu.edu.tw/api/uploads/17304258/modified-image?thumbnail=700x380"",""display_name"":""\u6771\u6d77\u4e09\u5927\u667a\u6167\u5e73\u53f0 (API, AI-TA, OpenClaw) \u63a2\u7d22"",""end_date"":null,""id"":171045,""is_closed"":false,""is_started"":true,""name"":""\u6771\u6d77\u4e09\u5927\u667a\u6167\u5e73\u5"
